time,x,y,z,rx,ry,rz
2024-08-06T19:03:30.083646,0.024552652615984893,0.022419139174155275,0.3892103708174959,3.001863074222109,-0.0059763525430455685,-0.472337337127053
2024-08-06T19:03:30.094676,0.024550896065570094,0.02242149110976419,0.3891995270589667,3.000184315472594,-0.005751108109179904,-0.4728184525175513
2024-08-06T19:03:30.106042,0.02454610652837529,0.022416994634773275,0.38912634241654687,3.000386269139944,-0.006149033552573018,-0.47525492227280636
2024-08-06T19:03:30.117292,0.024549372358225154,0.02241658503052711,0.38914972418225185,3.0017933782883945,-0.006209688529126421,-0.4744430687109899
2024-08-06T19:03:30.129325,0.024539780508788606,0.02241240685110409,0.3890941443548821,2.998962656582298,-0.005713714586096067,-0.4756810559021346
2024-08-06T19:03:30.141646,0.024550507459039847,0.02241488179528561,0.38914124630451896,2.9998573747707824,-0.006043957102054889,-0.470810656416687
2024-08-06T19:03:30.152677,0.024550608672143738,0.022421166693940852,0.3891836042165663,2.999816588496321,-0.006062327684119748,-0.47200904308446867
2024-08-06T19:03:30.163673,0.024551535807284423,0.022418792807541162,0.3892646112359674,3.001916689814413,-0.0059268177482255735,-0.4709094001514741
2024-08-06T19:03:30.176890,0.024566939333407253,0.02242568074054683,0.38927377431755594,3.0043918382168755,-0.005993779491653152,-0.47001961910154044
2024-08-06T19:03:30.188383,0.0245507432768417,0.022415096052359515,0.38911855389403865,3.000216151600863,-0.006054514733027555,-0.4739544565427125
2024-08-06T19:03:30.201372,0.024562220085181063,0.022416620768570043,0.38913315404230847,3.000652094784987,-0.006139058601138521,-0.4731685629326393
2024-08-06T19:03:30.212554,0.02455599383873463,0.022419009233056085,0.38918247030559233,3.0019270520047017,-0.005660498363632464,-0.4746811434571581
2024-08-06T19:03:30.223591,0.024553473594051425,0.022419966600461725,0.38912964629693886,3.00180568395699,-0.005843962254775485,-0.47429963031725364
2024-08-06T19:03:30.234568,0.02455045767848107,0.022414237965236818,0.389084854807904,2.997408747958899,-0.0061028577985803144,-0.4765323212201247
2024-08-06T19:03:30.245734,0.02453480787188257,0.0224083291741405,0.3890919338167648,2.9992442803225394,-0.006182043928985507,-0.4775519254776912
2024-08-06T19:03:30.257238,0.024534139726814844,0.02240426880058642,0.38905585893662653,2.9992096944176776,-0.005813112392481792,-0.4733770950780109
2024-08-06T19:03:30.269259,0.024525663662873533,0.022414864639704005,0.38904131860254426,3.000713228313111,-0.0060530160662293,-0.47923246541367154
2024-08-06T19:03:30.281553,0.02454349494563848,0.022416661878643076,0.38908040592364024,3.0016678548939626,-0.0064029821826709545,-0.47763253217986873
2024-08-06T19:03:30.292725,0.024537163977108197,0.022413551637684125,0.3891414321482991,2.9974203918246474,-0.0056772777001384426,-0.4757423782523718
2024-08-06T19:03:30.303874,0.024537816502122337,0.02241799526168934,0.38916991344867286,3.0016213212548704,-0.006145860831320117,-0.4758455196831097
2024-08-06T19:03:30.314918,0.024547055496374884,0.022420960170348034,0.38921329210191247,3.0017947098123674,-0.006604681898723303,-0.4761634834075954
2024-08-06T19:03:30.326106,0.024556817267749737,0.02241497308395823,0.38916797852739965,3.00135058470715,-0.006345692263783665,-0.47354702341808363
2024-08-06T19:03:30.338221,0.024555600800077456,0.022424645627827706,0.3892532432965846,3.003432012997471,-0.006159264928330821,-0.47200877874554564
2024-08-06T19:03:30.350874,0.024562305027877516,0.02243069490887085,0.38929085597350543,3.0002767330947404,-0.005707065473317224,-0.4713222986157817
2024-08-06T19:03:30.361835,0.024556417826689242,0.022421395540210186,0.3891534406195877,3.0008099117406566,-0.006132421609006376,-0.4718639822522485
2024-08-06T19:03:30.373047,0.024541466797391175,0.022415353857922548,0.38908744932521444,2.9991624974988635,-0.006049812966194981,-0.4736694640267048
2024-08-06T19:03:30.384023,0.02455197145031471,0.022425410351655673,0.389131025232882,2.998117479517418,-0.005653306819398101,-0.4731045924464386
2024-08-06T19:03:30.395042,0.024550736565673935,0.022420555591362912,0.3891514367552005,2.999565299990408,-0.005985513303939736,-0.47513444258756476
2024-08-06T19:03:30.406304,0.02454201009688662,0.02241474119690558,0.3890680956331451,2.9995790592731915,-0.006068850480987711,-0.4775788145754318
2024-08-06T19:03:30.417974,0.024555993775425895,0.022433692917132427,0.3892098501532523,3.0020911800511674,-0.006026449365615101,-0.476076366539027
2024-08-06T19:03:30.430595,0.02455807332445323,0.022434936921743018,0.3892531741841528,3.003225442459934,-0.00613732753092121,-0.4744661670593279
2024-08-06T19:03:30.441628,0.02455790044289509,0.022428119177761333,0.38920924928905365,3.000544698304013,-0.005605434162210352,-0.47314761300959884
2024-08-06T19:03:30.452669,0.024563186844572617,0.022423212733732392,0.38917410845172057,3.00074118784,-0.0054560060774611315,-0.47351780419343287
2024-08-06T19:03:30.463637,0.024570229601059486,0.022436370569953432,0.38924480320712795,3.001747010723533,-0.0059264653504054595,-0.4699730916849666
2024-08-06T19:03:30.474778,0.024564226644440957,0.022431905874078777,0.38920161727656327,3.001916963612011,-0.006440672171935381,-0.4729005806348803
2024-08-06T19:03:30.485846,0.024574994194081583,0.022435325054780075,0.3892271436204131,3.0027890182251675,-0.006170347965404115,-0.47310433205604085
2024-08-06T19:03:30.497074,0.02457095725664548,0.02243634393529945,0.38922652124459733,3.002506890424955,-0.00642629435267171,-0.4724349929632219
2024-08-06T19:03:30.509713,0.02457297445298895,0.02243610464094573,0.3892764492133813,3.0045595052611027,-0.006438132433955675,-0.46948181450942605
2024-08-06T19:03:30.521187,0.02456846559260769,0.02243272770673987,0.3892303837001458,3.004447735946632,-0.006208037642767375,-0.4702843388732058
2024-08-06T19:03:30.532274,0.024557015391330858,0.022431680765948772,0.38923970628799004,3.002684379300875,-0.005846174608228614,-0.4709148493362539
2024-08-06T19:03:30.543377,0.024553864691248442,0.02242717792299558,0.3891717732520668,3.0022106136297624,-0.00582520921377975,-0.47267932549701663
2024-08-06T19:03:30.554641,0.024557584132825085,0.022428740200121706,0.3891888902841925,3.0042373060136796,-0.006018340466611348,-0.4724651527557928
2024-08-06T19:03:30.566274,0.02455930182916076,0.022428473137138437,0.38921303551853453,3.0036544814721764,-0.005934482853126745,-0.470600836030072
2024-08-06T19:03:30.578457,0.02455018237691532,0.022425577667127074,0.38921868102468155,3.00160016545369,-0.00571591092217193,-0.4735235398569816
2024-08-06T19:03:30.590741,0.024546833932152966,0.022420053396115882,0.38919098403352276,2.9994816270557614,-0.005678741268898593,-0.47265262491495125
2024-08-06T19:03:30.601765,0.024534453101125724,0.02242311423821833,0.3891370868623127,2.9986451518494177,-0.005912864292407245,-0.4767462192757751
2024-08-06T19:03:30.612879,0.024539538727063128,0.022431736610932212,0.38921164282169785,3.0021781360831126,-0.0062157296777817644,-0.474742368248572
2024-08-06T19:03:30.623950,0.02454733557677163,0.02242945118454365,0.38914605333649144,3.0016661820045716,-0.006209372600137054,-0.47548777944388004
2024-08-06T19:03:30.635818,0.024547382660163472,0.022426728884080357,0.3891131411346804,2.9992339319005596,-0.006331866317446043,-0.4791396492219324
2024-08-06T19:03:30.647490,0.024556076610862166,0.0224213407272079,0.3891226274836676,2.9996838913651542,-0.005983084949447781,-0.47511331561639103
2024-08-06T19:03:30.660562,0.02452608414555289,0.02241733627297783,0.38915037887099435,2.9990668368065942,-0.005970316834803973,-0.4773907922072147
2024-08-06T19:03:30.671544,0.024557135580304375,0.02243727760565578,0.38925717199312965,3.0004737201290665,-0.006205372507983087,-0.4740782500529116
2024-08-06T19:03:30.682849,0.02453295107896455,0.022424380869892575,0.3891239836023349,2.9982306699330903,-0.005799879187050736,-0.4793786873561757
